產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-108年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-109年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-108年,非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明
電子零組件業,3376,新日興,1165385,1840,633,581,535,469,9.05,851,5.15,,V,,"本公司員工薪酬依公司各項規章及辦法給予合理報酬，間接人員含技術、研發、管理人員約1,022人，平均薪資768仟元，惟本公司直接人員作業員及外藉勞工約818人，佔全體員工比重45%，致本公司薪資平均數較低。"
通信網路業,3380,明泰,1131850,1322,856,950,775,850,1.03,1125,2.21,,,V,主要係因109年新增60位生產線的外籍勞工(108/10起~109年，共引進273名外籍勞工)，故造成薪資平均數&中位數較108年低。
光電業,3406,玉晶光,401108,412,974,907,809,751,27.42,889,1.04,,,,
半導體業,3413,京鼎,360109,299,"1,204","1,090","1,016",906,14.91,1412,9.78,,V,,"雖然公司歸屬於半導體產業，薪資、福利調整也依公司經營狀況及參考業界條件進行調整，但公司實際屬於半體體設備製造業，
產品毛利無法與半導體晶圓產品或設計相比。"
電腦及週邊設備業,3416,融程電,234132,322,727,678,599,565,3.55,1205,4.57,,,,"本公司章程員工酬勞提撥率為5%至15%，109年度實際發放比率為10%。本公司生產線位於台灣,直接員工佔總人數26.3%,其中外籍移工人數佔總人數10.84%,從事於生產組裝檢測作業。"
通信網路業,3419,譁裕,114141,143,798,769,722,674,0.61,1125,2.21,,,,
電子零組件業,3432,台端,7532,10,753,721,622,648,0.49,851,5.15,,,,
光電業,3437,榮創,639118,987,648,619,570,528,-0.77,889,1.04,,,,
半導體業,3443,創意,1223706,601,"2,036","2,125","1,705","1,756",6.34,1412,9.78,,,V,年度現金酬勞來源，大部份按前一年度EPS提撥、小部份按本年度的第一及第二季度的EPS提撥，因此109年獎金酬勞來源大部份按108年EPS提撥。因108年EPS低於107年，109年非擔任主管職務之全時員工薪資平均數較108年減少。
半導體業,3450,聯鈞,413018,641,644,593,582,526,1.65,1412,9.78,,,,
光電業,3454,晶睿,813074,988,823,871,695,757,2.9,889,1.04,,V,,"1.公司員工薪酬與經營績效連結，除了調薪外，另有季績效獎金、年獎、員工分紅及員工激勵獎金。
2.因工廠在台灣，35%為製造人員，109年較108年平均計薪人數增加約170人，以生產線移工佔大宗，故拉低平均薪資。"
光電業,3481,群創,24111148,27011,893,739,675,626,0.17,889,1.04,,,,
電腦及週邊設備業,3494,誠研,114675,219,524,606,497,438,-2.44,1205,4.57,,,,
電子零組件業,3501,維熹,148688,266,559,528,445,410,3.59,851,5.15,,,,
光電業,3504,揚明光,614405,840,731,748,581,596,-2.07,889,1.04,,,,
電腦及週邊設備業,3515,華擎,519576,308,"1,687","1,157","1,519","1,068",11.3,1205,4.57,,,,
其他電子業,3518,柏騰,34898,43,812,755,807,772,-0.71,1179,6.63,,,,
電子通路業,3528,安馳,127099,130,978,933,862,874,3.18,981,4.13,,,,
半導體業,3530,晶相光,66458,50,"1,329","1,421","1,189","1,179",3.65,1412,9.78,,,V,茲因本期資歷較淺之員工佔比明顯提升，致非經理人之全時員工薪資平均數較前一年度減少。
半導體業,3532,台勝科,1396161,1301,"1,073","1,080","1,011","1,022",3.37,1412,9.78,,,,
電子零組件業,3533,嘉澤,108503,89,"1,219","1,184","1,007","1,002",26.41,851,5.15,,,,
光電業,3535,晶彩科,166056,217,765,880,691,797,-1.29,889,1.04,,,,
光電業,3543,州巧,209551,337,622,,517,,-4.5,889,1.04,,,,
半導體業,3545,敦泰,673883,334,"2,018","1,534","1,740","1,360",3.97,1412,9.78,,,,
電子零組件業,3550,聯穎,38189,49,779,885,737,822,0.94,851,5.15,,,V,本公司本年度合併淨利來自於子公司獲利，且本公司本年度營業淨損較前一年增加，並因業績下滑減少業績獎金發放且業務擴編增補多位基層新進同仁，致非擔任主管職務之全時員工薪資較前一年度減少。
居家生活,3557,嘉威,49732,41,"1,213","1,179","1,151","1,146",10.01,664,5.27,,,,
光電業,3563,牧德,273750,292,938,"1,148",819,912,15.02,889,1.04,,,,
光電業,3576,聯合再生,1138288,1703,668,688,552,525,-2.31,889,1.04,,,,
半導體業,3583,辛耘,432814,527,821,777,707,666,3.8,1412,9.78,,,,
半導體業,3588,通嘉,203670,139,"1,465","1,313","1,381","1,214",1.3,1412,9.78,,,,
光電業,3591,艾笛森,83465,144,580,589,443,451,0.35,889,1.04,,,V,非經理人之全時員工薪資平均數較前一年度減少9仟元，主要係109年部份年資較久之員工離職，拉低整體平均數，惟本公司持續響應政府政策，給予員工1~3%以上之薪資調幅，本公司經營績效與員工薪酬之關聯性尚屬合理。
電子零組件業,3593,力銘,7129,11,648,664,579,743,0.9,851,5.15,,,V,公司主要貢獻來自於業外轉投資收益認列，另依非擔任主管職務之全時員工薪資資訊規定計算，其規定調整員工人數佔全體員工人數52%，故人員結構變動影響平均薪資水準，且平均員工薪資費用較前一年度增加，增幅為3.5%
通信網路業,3596,智易,1148040,657,"1,747","1,630","1,461","1,367",8.36,1125,2.21,,,,
電子零組件業,3605,宏致,338869,425,797,783,653,640,2.26,851,5.15,,,,
電子零組件業,3607,谷崧,72039,116,621,632,511,552,-3.32,851,5.15,,,V,109度非主管職之全時員工薪資平均數為621元較108年度減少11仟元，主係為公司連續虧損，組織規模縮減，員工加權平均人數較108年度減少20%，其中年資超過5年且平均薪資較高之非主管職員工佔年度員工減少數的30%所致。
其他電子業,3617,碩天,323749,300,"1,079","1,049",970,944,5.72,1179,6.63,,,,
光電業,3622,洋華,93816,130,722,703,630,604,1.24,889,1.04,,V,,"本公司109年度本業經營(營業損益)仍屬虧損,金額為-10,354仟元，經設算後每股盈餘為-0.07元;而本公司主要的獲利來源為營業外的股利及租金收入。
本公司員工薪酬的發放基準，主要係根據本業的經營績效而定所致。"
電子零組件業,3645,達邁,296193,372,796,635,716,603,2.76,851,5.15,,,,
電腦及週邊設備業,3652,精聯,207690,271,766,761,690,673,0.36,1205,4.57,,,,
電子零組件業,3653,健策,905572,1291,701,694,572,582,7.17,851,5.15,,V,,員工薪資報酬政策係依據個人績效表現、對公司貢獻度及參考同業薪資水準後決定。員工酬勞估列係考量當期獲利情形及公司資金需求規劃並兼顧股東權益，在不超過公司章程所訂範圍內估列。
通信網路業,3669,圓展,370884,406,914,870,768,701,8.48,1125,2.21,,V,,1.通信網路業之各公司行業類別存有差異，故薪資結構比較基礎不盡相同。我司產品為台灣製造，工廠人員佔人力總數近五成。2.本次申報人數約有22%為直接人力，另17%為不足12月薪資，影響了整體非主管職之年度薪資。
電子零組件業,3679,新至陞,40454,61,663,635,645,616,11.57,851,5.15,,V,,本公司員工薪酬依公司各項規章及辦法，給予合理報酬，惟本公司生產線製造相關員工佔全體員工比重達5成以上，致本公司薪資平均數較低。
通信網路業,3682,亞太電,1301840,1714,760,756,673,660,-1.53,1125,2.21,,,,
半導體業,3686,達能,8341,11,758,902,553,750,-1.33,1412,9.78,,,V,"109年度營運費用減少及前一年度因製造停產認列庫存銷售損失，故EPS較前一年度成長；
前一年度因工廠停產而精減部分資深員工人數，致平均薪資減少；
綜上所述為109年經營績效改善及員工薪酬較前一年度低之原因。"
通信網路業,3694,海華,159578,167,956,940,877,881,2.02,1125,2.21,,,,
電腦及週邊設備業,3701,大眾控,206659,245,844,846,710,734,-0.21,1205,4.57,,,,
電子通路業,3702,大聯大,1253187,993,"1,262","1,321","1,067","1,037",4.77,981,4.13,,,V,"1.在109年重要子公司因部分產線調整有終止經銷代理情況，致排除海外投資損益後的獲利較108年減少，故重要子公司薪資平均數下降。
2.EPS是涵蓋集團所有公司的獲利結果，包含母公司轉投資獲利，故兩者計算基礎不同。"
建材營造,3703,欣陸,1069981,1379,776,768,731,712,1.87,842,1.82,,,,"本公司因應工程所需，109年度僱用支領基本工資的外籍移工人數相較前一年增加近50%，占總員工比例亦由20%提高至27%，
但其他員工年薪平均數並無受影響，反倒有所增長，足以佐證本公司經營績效確實有反應於員工薪酬。"
通信網路業,3704,合勤控,1728310,1632,"1,059","1,009",877,841,1.91,1125,2.21,,,,
生技醫療業,3705,永信,1026360,1256,817,846,713,727,2.97,717,2.03,,,V,本公司自2019下半年起進行營運作業及人力調整，因此員工組成及人數均有變動，故年度員工薪資平均數不同。另本公司為控股公司，以管理被投資公司為主業，員工績效以行政作業表現評估，非與業績（EPS）連動。
電腦及週邊設備業,3706,神達,1763346,1644,"1,073","1,134",949,996,2.45,1205,4.57,,,,
綠能環保,3708,上緯投控,100399,125,803,675,709,568,6.82,797,3.81,,V,,"1本公司依營運績效與未來趨勢、個人績效，給予報酬，員工薪酬與經營績效正相關
2本公司於2020年大量招聘生產操作人員，有20%為給薪未滿12個月的新進員工
3本公司每年進行員工調薪，反應員工表現並校準市場薪酬水準"
半導體業,3711,日月光投控,38189237,47753,800,760,671,627,6.47,1412,9.78,,,,
電腦及週邊設備業,3712,永崴投控,305898,324,944,826,808,620,0.34,1205,4.57,,,,
生技醫療業,4104,佳醫,163136,190,859,863,741,747,4.06,717,2.03,,,V,本公司依專業、學經歷、貢獻度及法令規範核薪，並逐年視公司營運及獲利發放獎金。109年度因離職人員較資深，且108年為培養新世代，引進應屆畢業新人，故起薪較低。使109年之平均薪資略低於108年。
生技醫療業,4106,雃博,192609,267,721,688,610,608,1.04,717,2.03,,,,
生技醫療業,4108,懷特,25358,36,704,685,597,557,-0.54,717,2.03,,,,
生技醫療業,4119,旭富,234250,263,891,956,828,878,4.53,717,2.03,,,,
生技醫療業,4133,亞諾法,67625,111,609,590,546,544,0.6,717,2.03,,,,
生技醫療業,4142,國光生,268249,376,713,605,637,535,3.03,717,2.03,,V,,因應公司經營策略，持續投入創新產品開發、產能提升及廠房建置，延攬研發人才與產能需求增聘各類員工，新進人員多數為社會新鮮人，故員工平均薪資數呈現上表現低於同業，但在公司與員工努力下，平均薪資已較去年成長
生技醫療業,4155,訊映,60219,85,708,722,615,620,1.56,717,2.03,,,,
生技醫療業,4164,承業醫,136244,137,994,987,810,871,2.53,717,2.03,,,,公司薪資架構分固定與變動，係透過績效考核辦法連結集團及部門整體目標與個人工作成果而定，提供多元薪資組合，如績效、簽約獎金、員工酬勞等。如年度有獲利將依公司章程規定比例提撥員工酬勞反映於員工整體薪酬中。
塑膠工業,4306,炎洲,214040,382,560,511,499,466,1.51,1158,2.94,,,,
紡織纖維,4414,如興,51325,55,933,990,699,691,-0.16,635,1,,,V,本公司109年度與108年度比較，因虧損大幅減少，致EPS較前一年度增加；惟109年度有多位主管分別退休或離職，致員工薪資平均數較前一年度減少。
紡織纖維,4426,利勤,294758,685,430,519,399,464,-0.63,635,1,V,,,"1.因全球疫情影響訂單量造成減產而使非固定薪資-加班費大幅減少。
2.員工薪酬除固定薪資外，另依本公司章程規定若有獲利提撥員工酬勞,
  因109年公司經營狀況為虧損,故無發放員工酬勞但仍有發放員工&#22892;金。"
紡織纖維,4438,廣越,154134,195,790,806,742,734,5.2,635,1,,,,
電機機械,4526,東台,429731,734,585,618,543,576,-1.36,713,1.57,,,,
電機機械,4532,瑞智,236929,310,764,852,685,752,1.41,713,1.57,,,V,"EPS較前一年度增加,惟非擔任主管職務之全時員工薪資平均數較前一年度減少。係因本公司薪資是由固定薪及變動薪構成。其中變動薪係依據前一年度經營績效來評定核發,因此獎金發放年度與績效貢獻年度，有時間差的差異。"
運動休閒,4536,拓凱,166502,235,709,658,593,570,7.48,809,4.45,,V,,"主計處公告之108年工業及服務業受僱員工全年總薪資中位數為49.8萬元，本公司109年度中位數尚較整體平均高達19%；
另員工薪資平均數本公司109年度較108年度成長約7.8%。整體而言人員薪資為正成長。"
電機機械,4540,全球傳動,491870,937,525,462,469,403,0.96,713,1.57,,,,
電子零組件業,4545,銘鈺,258037,443,582,477,495,380,0.39,851,5.15,,,,
汽車工業,4551,智伸科,49601,46,"1,078",841,909,674,7.19,737,5.25,,,,
電機機械,4555,氣立,94561,200,473,465,408,405,2.04,713,1.57,V,V,,"本公司屬基礎機械產業，人力結構配置生產相關人員占約6成且部分採用外籍勞工及產學實習生，致拉低總體平均。
此薪酬調查僅對台灣員工，但公司獲利包含海外子公司投資收益等因素，非所有獲利皆由台灣總公司所創造。"
電機機械,4562,穎漢,176532,355,497,508,473,570,-2.23,713,1.57,V,,,本公司考量營運人力需求，人力結構配置上以現場生產及內勤業務人員占比居多，另因員工酬勞依章程規定依當年度稅前淨利分派，惟因本年度營運績效未達預期，未有分配酬勞；故員工薪酬狀況受經營狀況及人力結構影響。
電機機械,4564,元翎,160398,338,475,619,476,492,1.65,713,1.57,V,V,,"1.本公司於109/1/1分割移轉工業品部門予子公司，相關研發及管理人員配合轉任子公司，使得生產人員占比提高，加上聘僱外勞比例較高，致拉低平均薪資水準。
2.109年度受疫情衝擊，致員工加班及獎金減少。"
電機機械,4566,時碩工業,177701,266,668,682,573,605,1.49,713,1.57,,,,
電機機械,4572,駐龍,86406,203,426,548,387,505,0.92,713,1.57,V,,,本公司因受疫情影響，109年度業績較前一年度大幅衰退57.03%，以致未達每月績效獎金發放標準，另實施部分的無薪假，讓員工可以參加勞動部的進修課程並取得補助款，致使109年度員工平均年所得呈現下降的情形。
電機機械,4576,大銀微系統,403973,572,706,642,647,611,1.14,713,1.57,,,,
化學工業,4720,德淵,148014,218,679,698,615,623,0.78,813,1.62,,,V,"非擔任主管職務之全時員工薪資平均數較前一年度減少，主係部分資深員工離職，增補之員工為年資較短之基層同仁，致薪資平均數略為降低。
本公司秉持共創價值、利潤分享之理念，持續進行年度調薪、優化同仁薪酬水準。"
化學工業,4722,國精化,209808,293,716,702,689,678,2.83,813,1.62,,V,,本公司員工薪酬依照學、經歷及勞基法規範核薪，逐年依公司營運政策調整薪資，重視員工福利，勞資關係融和，後續會在股東權益與員工福利之間取得平衡點。
生技醫療業,4736,泰博,561707,928,605,564,495,414,17.08,717,2.03,,V,,本公司給薪標準係參酌市場薪資水準，本國勞工每年調薪約3%。若本公司非擔任主管職務之全時員工薪資總額低於同業，主要係因本公司為製造業，領取基本工資之外籍勞工約佔員工人數15%所致。
生技醫療業,4737,華廣,489879,918,534,555,464,485,1.06,717,2.03,,,,
化學工業,4739,康普,108200,135,801,691,711,635,1.73,813,1.62,,V,,本公司獲利表現較同業為佳，惟非經理人之全時員工薪資平均數801仟元；低於同業水準811仟元，差異-10仟元，主因為本公司任用外籍移工導致平均薪資被拉低。
生技醫療業,4746,台耀,578745,722,802,730,741,665,3.78,717,2.03,,,,
化學工業,4755,三福化,264257,314,842,778,755,690,4.36,813,1.62,,,,
化學工業,4764,雙鍵,64766,89,728,715,687,675,0.81,813,1.62,,,,
化學工業,4766,南寶,486584,659,738,742,658,663,10.12,813,1.62,,V,,"本公司員工薪酬福利係參考公司營運績效、未來經營風險、發展趨勢、個人績效達成率及對公司績效的貢獻度，給予合理報酬，與經營績效有正面關聯性。
若考量本公司淨利扣除投資收益後之EPS約為3.54,並未高於同業太多。"
通信網路業,4904,遠傳,4862702,5283,920,895,797,762,2.56,1125,2.21,,V,,"本公司的人力政策及結構與同業不同，客服及
門市人員之任用均採正職聘用。且本年度非擔
任主管職務之全體人員平均薪資較前一年度成
長2.87%，中位數提升4.47%。"
通信網路業,4906,正文,885897,869,"1,019",957,876,832,3.86,1125,2.21,,V,,"本公司每年依本業經營績效(營業&#27972;利)與個人績效核定員工績效獎金、員工酬勞與年度調薪率，以獎勵同仁之貢獻
因應中美貿易戰，本公司109年擴大台灣產能，進行人力結構調整，本年度平均薪資較前一年度成長6.47%"
電子零組件業,4915,致伸,1190583,817,"1,457","1,662","1,277","1,404",4.3,851,5.15,,,,
電腦及週邊設備業,4916,事欣科,35424,51,695,503,578,408,-1.78,1205,4.57,,,,
半導體業,4919,新唐,1755930,1379,"1,273","1,244","1,098","1,097",1.81,1412,9.78,,,,
電器電纜,4930,燦星網,12293,15,820,694,651,535,2.23,726,1.95,,,,
光電業,4934,太極,66194,78,849,862,773,793,0.01,889,1.04,,,V,"EPS成長係因109年出售子公司股權及其工程利益認列所致，非本業創造之獲利，故不連結獎金之發放。
全時員工薪資平均數較前一年度減少，係因109Q4公司員工轉調至集團企業，轉調之員工薪資水位較高所致。"
電腦及週邊設備業,4938,和碩,9504815,7773,"1,223","1,221",987,989,7.73,1205,4.57,,,,
光電業,4942,嘉彰,197666,288,686,698,519,512,4.76,889,1.04,,V,V,本公司非管理職員工人數-加權平均(人)288人，薪資皆符合法令，其中直接員工人數外籍勞工佔比較高，故拉低總體平均薪資。
半導體業,4952,凌通,365495,213,"1,716","1,635","1,671","1,566",2.59,1412,9.78,,,,
光電業,4956,光鋐,221126,391,566,560,500,486,0.16,889,1.04,,,,
光電業,4960,誠美材,720492,1061,679,663,637,637,-0.13,889,1.04,,,,
半導體業,4961,天鈺,646072,390,"1,657","1,528","1,365","1,175",4.07,1412,9.78,,,,
半導體業,4967,十銓,191000,299,639,562,560,485,2.06,1412,9.78,,,,
半導體業,4968,立積,307648,236,"1,304","1,261","1,073","1,097",13.82,1412,9.78,,V,,"本公司109年因業務成長,不斷增聘員工,從業員工之平均年齡及平均服務年資皆較108年下降，部分獎酬與服務年資連動，且109年增幅較多為業務及管理人員，從業員工結構與前一年度差異所致。"
光電業,4976,佳凌,382700,707,541,500,501,459,-0.5,889,1.04,,,,
電子零組件業,4989,榮科,207519,217,956,931,908,848,0.22,851,5.15,,,,
資訊服務業,4994,傳奇,383390,523,733,658,648,597,3.91,917,3.21,,V,,因行業特性，風險較高，故給予薪酬部份較為保守。
電子零組件業,4999,鑫禾,223418,289,773,728,554,557,5.66,851,5.15,,V,,"本公司定期參酌產業人才市場薪資水準，衡量公司薪資在就業市場競爭力並依各項規章及辦法給予合理報酬。
109年所申報非擔任主管職務的全時員工人數中，59%員工為產線作業人員，因此薪資平均數低於同業水準800仟元。"
鋼鐵工業,5007,三星,769932,1322,582,617,570,582,2.04,915,0.49,,V,,"本公司員工薪資比照扣件同業水準，而獎金是
依年度稅前盈餘(經營績效)以固定比例提列並
依個人考績分發；另上市鋼鐵業再細分為扣件
業(如春雨、聚亨、豐達科技)來做比較，則本
公司員工薪酬應於合理範圍內。"
資訊服務業,5203,訊連,472817,364,"1,299","1,250","1,010",968,2.26,917,3.21,,,,
光電業,5234,達興材料,484758,342,"1,417","1,468","1,185","1,200",6.15,889,1.04,,,,
電腦及週邊設備業,5258,虹堡,194217,304,639,648,538,549,2.23,1205,4.57,,,V,員工平均薪資較前年減少，主係因本公司雖受疫情影響員工仍較前年增加64位，所增加員工在比例上大部分為基層員工及新鮮人，使得整體平均薪資略為減少。
半導體業,5269,祥碩,603612,229,"2,636","1,780","2,076","1,433",44.16,1412,9.78,,,,
電器電纜,5283,禾聯碩,321280,537,598,400,558,385,12.73,726,1.95,,V,,公司109年平均員工薪酬已較108年提升，惟仍低於同業平均薪酬係公司成立時間相較同業晚，以產線作業員及基層員工、行政、助理等佔較多數，隨著平均年資增加、效率將隨之提高，經營績效提升，員工薪酬亦將會隨之增加。
半導體業,5285,界霖,147790,291,508,515,475,482,1.37,1412,9.78,,,,
運動休閒,5306,桂盟,41106,55,747,650,675,549,12.02,809,4.45,,V,,
通信網路業,5388,中磊,1411906,1647,857,947,520,546,3.66,1125,2.21,,V,,"109年度因全球5G設備鋪設需求及受covid-19帶動宅經濟影響，使網通設備需求量再創高峰，致台灣廠產能需求倍增，
增聘廠區生產人力致使員工人數較108年度增加24%，因前述新進員工人數增加導致平均薪資較108年度降低。"
電子通路業,5434,崇越,605815,414,"1,463","1,357","1,105","1,075",11.38,981,4.13,,,,
電子零組件業,5469,瀚宇博,484150,664,729,662,606,593,6.15,851,5.15,,V,,本公司薪酬政策係依營運目標與獲利表現、參酌外部薪酬水準，並考量員工專業知識技術、工作職掌及個人績效表現而定；另因本公司生產作業為勞力密集為主，直接人力佔比高，進而影響本公司薪資平均數。
半導體業,5471,松翰,519610,297,"1,750","1,397","1,640","1,327",6.11,1412,9.78,,,,
光電業,5484,慧友,73375,108,679,654,582,539,-0.71,889,1.04,,,,
建材營造,5515,建國,322837,347,930,930,774,822,1.43,842,1.82,,,,
建材營造,5519,隆大,72399,83,872,907,816,836,2.07,842,1.82,,,,
建材營造,5521,工信,190869,331,577,586,465,468,2.26,842,1.82,,V,V,"每股盈餘較前一年成長，係出售營建土地獲利增加，該交易非屬經常發生，不影響109年度員工平均薪資。
109年度工案結束調降員工人數，但平均薪資較前一年度並無明顯差異。"
建材營造,5522,遠雄,172327,123,"1,401","1,379",749,842,4.86,842,1.82,,,,
建材營造,5525,順天,36886,43,858,"1,123",829,964,0.17,842,1.82,,,,
建材營造,5531,鄉林,98364,152,647,629,543,533,0.17,842,1.82,,,,
建材營造,5533,皇鼎,28185,36,783,747,739,704,0.85,842,1.82,,,,109年因資深員工退休及跑單人員離職，與108年相比平均人數減少，薪資結構不同，因此薪資平均數下降。
建材營造,5534,長虹,32988,36,916,776,860,742,9.02,842,1.82,,,,
航運業,5607,遠雄港,369757,464,797,860,744,776,2.01,1095,1.63,,V,,"1.同業多為航空公司及船運公司,員工結構落差大。
2.本公司與航運類股行業屬性及人力結構差異較大。"
航運業,5608,四維航,48644,67,726,693,668,635,-3.27,1095,1.63,,,,
觀光餐旅,5706,鳳凰,69532,181,384,529,347,461,0.15,537,0.56,V,,,受新冠肺炎影響國外團體旅遊，使本公司營業收入大幅下滑，獎金等相關等津貼大幅減少所致
金融保險業,5876,上海商銀,2971176,2356,"1,261","1,245","1,168","1,147",3.01,1242,1.92,,,,
金融保險業,5880,合庫金,11230874,8245,"1,362","1,366","1,244","1,233",1.24,1242,1.92,,,,本公司依據公司章程第三十五條之一規定，按當年度獲利狀況提撥萬分之一至萬分之八為員工酬勞，及訂定「經營績效獎金及員工酬勞提撥準則」，將經營績效與成果，反映於員工薪酬中。
金融保險業,6005,群益證,1563788,1660,942,791,737,648,1.64,1242,1.92,,,,
金融保險業,6024,群益期,250188,207,"1,209","1,078",820,813,3.07,1242,1.92,,V,,金融保險業涵蓋之行業範圍廣(金控、銀行、保險、證券及期貨)，業態不盡相同，期貨業僱用基層業務人員推廣業務之比例較高，故平均薪資呈現亦不同。本公司今年稅後淨利較去年增加，員工平均薪資隨之增加，薪酬合理。
電子零組件業,6108,競國,343147,621,553,518,537,471,-0.52,851,5.15,,,,
資訊服務業,6112,邁達特,349017,371,941,918,763,727,2.91,917,3.21,,,,
電子零組件業,6115,鎰勝,90376,113,800,897,649,699,2.58,851,5.15,,,,
光電業,6116,彩晶,2476991,2632,941,732,804,609,1.25,889,1.04,,,,
電腦及週邊設備業,6117,迎廣,359114,603,596,567,484,454,-0.86,1205,4.57,,,,
光電業,6120,達運,830093,1029,807,748,619,629,-1.86,889,1.04,,,,
電腦及週邊設備業,6128,上福,216873,426,509,570,440,404,1.16,1205,4.57,,,,
電子零組件業,6133,金橋,24686,39,633,691,540,609,0.02,851,5.15,,,,
通信網路業,6136,富爾特,44879,59,761,784,694,696,0.48,1125,2.21,,,,
其他電子業,6139,亞翔,331865,404,821,824,689,702,1.52,1179,6.63,,,,
電子零組件業,6141,柏承,216834,413,525,524,464,454,2.67,851,5.15,,,,
通信網路業,6142,友勁,477896,810,590,611,424,411,-1.89,1125,2.21,,,,
通信網路業,6152,百一,155486,158,984,966,875,821,0.13,1125,2.21,,,,
電子零組件業,6153,嘉聯益,1033342,1802,573,546,479,449,1.18,851,5.15,,,,
電子零組件業,6155,鈞寶,106453,221,482,477,437,420,0.39,851,5.15,V,,,主要是因為109年獲利較108年獲利減少約57.59%，故109年員工酬勞較108年減少59.04%，進而影響109年員工平均薪資所得未達50萬原因。
光電業,6164,華興,26191,41,639,600,585,565,-0.17,889,1.04,,,,
數位雲端,6165,浪凡,3781,6,630,560,482,429,1.16,882,8.17,,,,員工薪酬主要依據個人能力、對公司貢獻度、績效表現、其所任職位之市場價值及考量公司未來營運風險後決定，與經營績效正相關。
電腦及週邊設備業,6166,凌華,995712,976,"1,020",973,936,880,1.12,1205,4.57,,,,
光電業,6168,宏齊,377278,541,697,659,623,587,0.7,889,1.04,,,,
光電業,6176,瑞儀,1044723,982,"1,064","1,069",826,797,11.24,889,1.04,,,,
建材營造,6177,達麗,43202,50,864,840,756,694,0.5,842,1.82,,,,
資訊服務業,6183,關貿,563282,532,"1,059","1,030",952,941,2.25,917,3.21,,,,"109年度公司經營績效卓越，超越以往，公司全體動員戮力完成專
案任務、努力達成組織目標；公司訂有績效評核辦法，依據同仁貢
獻及績效評比之結果，辦理獎酬作業。"
其他,6184,大豐電,42145,68,620,579,528,491,3.38,855,3.23,,,,
電子通路業,6189,豐藝,188952,186,"1,016",922,833,795,2.99,981,4.13,,,,本公司員工薪酬除依公司章程規定提列外，估列之基礎係依據公司當年度之獲利情形(稅前淨利)、職務、專業能力、貢獻度及每年考核之績效等做為調薪及獎酬之依據。
電子零組件業,6191,精成科,133710,69,"1,938","1,579","1,617","1,190",3.42,851,5.15,,,,
其他電子業,6192,巨路,426852,408,"1,046","1,036",907,888,6.96,1179,6.63,,V,,"本公司屬其他電子產業別，此類別之上市公司產業多樣，強行比較並無實質意義。
本公司每年均隨營運績效進行調薪，109年非擔任主管職務之全時員工薪資平均數及中位數均較108年成長，並無不合理之處。"
其他電子業,6196,帆宣,903414,745,"1,213","1,106","1,058",959,4.88,1179,6.63,,,,
電子零組件業,6197,佳必琪,144409,164,881,879,728,660,2.13,851,5.15,,,,
其他電子業,6201,亞弘電,231445,404,573,560,564,538,3.35,1179,6.63,,,,
半導體業,6202,盛群,618952,382,"1,620","1,220","1,503","1,119",4.56,1412,9.78,,,,
電子零組件業,6205,詮欣,97740,142,688,709,535,563,2.01,851,5.15,,,V,"本公司變動獎酬主係依據每一位員工之績效表現及對公司之貢獻度,並考量公司整體營運狀況給予之,對於整體薪酬未優於同業,公司後續將會持續參考同業薪資水平,做適度之調整!"
電腦及週邊設備業,6206,飛捷,282519,355,796,789,647,600,4.12,1205,4.57,,,,
光電業,6209,今國光,371645,759,490,473,448,425,-1.33,889,1.04,V,,,"1.本公司因近年進行產品結構轉型,因尚未獲利故無員工分紅 2.台灣勞工招募不易且不願輪班,故使用相當高比例移工 3.本公司第一線同仁起薪已全面調整自26,000起，近年來生產線基層員工調薪幅度年平均為5%~10%"
電子零組件業,6213,聯茂,371784,437,851,801,643,659,8.19,851,5.15,,,,
資訊服務業,6214,精誠,1625509,1728,941,934,781,758,6.72,917,3.21,,,,
其他電子業,6215,和椿,116773,135,865,796,777,709,0.96,1179,6.63,,,,
通信網路業,6216,居易,181729,198,918,973,827,869,1.27,1125,2.21,,,,
電子零組件業,6224,聚鼎,176955,200,885,788,793,709,5.01,851,5.15,,,,
光電業,6225,天瀚,3738,4,935,"1,165",969,642,-0.05,889,1.04,,,V,公司維持維運成本，改善經營績效，員工薪酬未大幅調整。
光電業,6226,光鼎,29842,41,728,781,612,745,-0.39,889,1.04,,,,
